environment	name	version	build	license	url	sha256	md5
shapemapper_make	threadpoolctl	3.1.0	pyh8a188c0_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/noarch/threadpoolctl-3.1.0-pyh8a188c0_0.tar.bz2	c7a964811ba49c545236f7d6c2486b2ed493931660048a06fe94ecc851dd0b82	a2995ee828f65687ac5b1e71a2ab1e0c
shapemapper_make	tk	8.6.12	h27826a3_0	TCL	https://conda.anaconda.org/conda-forge/linux-64/tk-8.6.12-h27826a3_0.tar.bz2	032fd769aad9d4cad40ba261ab222675acb7ec951a8832455fce18ef33fa8df0	5b8c42eb62e9fc961af70bdd6a26e168
shapemapper_make	toml	0.10.2	pyhd8ed1ab_0	MIT	https://conda.anaconda.org/conda-forge/noarch/toml-0.10.2-pyhd8ed1ab_0.tar.bz2	f0f3d697349d6580e4c2f35ba9ce05c65dc34f9f049e85e45da03800b46139c1	f832c45a477c78bebd107098db465095
shapemapper_make	tornado	6.2	py39hb9d737c_1	Apache-2.0	https://conda.anaconda.org/conda-forge/linux-64/tornado-6.2-py39hb9d737c_1.tar.bz2	67c3eef0531caf75a81945844288f363cd3b7b029829bd91ed0994bf6b231f34	8a7d309b08cff6386fe384aa10dd3748
shapemapper_make	tzdata	2022g	h191b570_0	LicenseRef-Public-Domain	https://conda.anaconda.org/conda-forge/noarch/tzdata-2022g-h191b570_0.conda	0bfae0b9962bc0dbf79048f9175b913ed4f53c4310d06708dc7acbb290ad82f6	51fc4fcfb19f5d95ffc8c339db5068e8
shapemapper_make	unicodedata2	15.0.0	py39hb9d737c_0	Apache-2.0	https://conda.anaconda.org/conda-forge/linux-64/unicodedata2-15.0.0-py39hb9d737c_0.tar.bz2	03c2cf05d1f4f2b01fc1e3ced22d5f331f2f233e335c4a4cd11a31fea1fccc0c	230d65004135bf312504a1bbcb0c7a08
shapemapper_make	wheel	0.38.4	pyhd8ed1ab_0	MIT	https://conda.anaconda.org/conda-forge/noarch/wheel-0.38.4-pyhd8ed1ab_0.tar.bz2	bd4f11ff075ff251ade9f57686f31473e25be46ab282d9603f551401250f9f44	c829cfb8cb826acb9de0ac1a2df0a940
shapemapper_make	xcb-util	0.4.0	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xcb-util-0.4.0-h166bdaf_0.tar.bz2	292dee40f8390aea0e6a0abbf2f255f179c777326831ed9e1ad7db53665c8562	384e7fcb3cd162ba3e4aed4b687df566
shapemapper_make	xcb-util-image	0.4.0	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xcb-util-image-0.4.0-h166bdaf_0.tar.bz2	6db358d4afa0eb1225e24871f6c64c1b6c433f203babdd43508b0d61252467d1	c9b568bd804cb2903c6be6f5f68182e4
shapemapper_make	xcb-util-keysyms	0.4.0	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xcb-util-keysyms-0.4.0-h166bdaf_0.tar.bz2	6a2c0f38b360a2fda57b2349d2cbeeb7583576a4914a3e4ce17977601ac87613	637054603bb7594302e3bf83f0a99879
shapemapper_make	xcb-util-renderutil	0.3.9	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xcb-util-renderutil-0.3.9-h166bdaf_0.tar.bz2	19d27b7af8fb8047e044de2b87244337343c51fe7caa0fbaa9c53c2215787188	732e22f1741bccea861f5668cf7342a7
shapemapper_make	xcb-util-wm	0.4.1	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xcb-util-wm-0.4.1-h166bdaf_0.tar.bz2	a76af35297f233982b58de1f55f1900d8a8ae44018a55d2a94f3084ab97d6c80	0a8e20a8aef954390b9481a527421a8c
shapemapper_make	xkeyboard-config	2.38	h0b41bf4_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xkeyboard-config-2.38-h0b41bf4_0.conda	0518e65929deded6afc5f91f31febb15e8c93f7ee599a18b787f9fab3f79cfd6	9ac34337e5101a87e5d91da05d84aa48
shapemapper_make	xorg-kbproto	1.0.7	h7f98852_1002	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-kbproto-1.0.7-h7f98852_1002.tar.bz2	e90b0a6a5d41776f11add74aa030f789faf4efd3875c31964d6f9cfa63a10dd1	4b230e8381279d76131116660f5a241a
shapemapper_make	xorg-libice	1.0.10	h7f98852_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libice-1.0.10-h7f98852_0.tar.bz2	f15ce1dff16823888bcc2be1738aadcb36699be1e2dd2afa347794c7ec6c1587	d6b0b50b49eccfe0be0373be628be0f3
shapemapper_make	xorg-libsm	1.2.3	hd9c2040_1000	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libsm-1.2.3-hd9c2040_1000.tar.bz2	bdb350539521ddc1f30cc721b6604eced8ef72a0ec146e378bfe89e2be17ab35	9e856f78d5c80d5a78f61e72d1d473a3
shapemapper_make	xorg-libx11	1.8.4	h0b41bf4_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libx11-1.8.4-h0b41bf4_0.conda	3c6862a01a39cdea3870b132706ad7256824299947a3a94ae361d863d402d704	ea8fbfeb976ac49cbeb594e985393514
shapemapper_make	xorg-libxau	1.0.9	h7f98852_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libxau-1.0.9-h7f98852_0.tar.bz2	9e9b70c24527289ac7ae31925d1eb3b0c1e9a78cb7b8f58a3110cc8bbfe51c26	bf6f803a544f26ebbdc3bfff272eb179
shapemapper_make	xorg-libxdmcp	1.1.3	h7f98852_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libxdmcp-1.1.3-h7f98852_0.tar.bz2	4df7c5ee11b8686d3453e7f3f4aa20ceef441262b49860733066c52cfd0e4a77	be93aabceefa2fac576e971aef407908
shapemapper_make	xorg-libxext	1.3.4	h0b41bf4_2	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libxext-1.3.4-h0b41bf4_2.conda	73e5cfbdff41ef8a844441f884412aa5a585a0f0632ec901da035a03e1fe1249	82b6df12252e6f32402b96dacc656fec
shapemapper_make	xorg-libxrender	0.9.10	h7f98852_1003	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-libxrender-0.9.10-h7f98852_1003.tar.bz2	7d907ed9e2ec5af5d7498fb3ab744accc298914ae31497ab6dcc6ef8bd134d00	f59c1242cc1dd93e72c2ee2b360979eb
shapemapper_make	xorg-renderproto	0.11.1	h7f98852_1002	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-renderproto-0.11.1-h7f98852_1002.tar.bz2	38942930f233d1898594dd9edf4b0c0786f3dbc12065a0c308634c37fd936034	06feff3d2634e3097ce2fe681474b534
shapemapper_make	xorg-xextproto	7.3.0	h0b41bf4_1003	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-xextproto-7.3.0-h0b41bf4_1003.conda	b8dda3b560e8a7830fe23be1c58cc41f407b2e20ae2f3b6901eb5842ba62b743	bce9f945da8ad2ae9b1d7165a64d0f87
shapemapper_make	xorg-xproto	7.0.31	h7f98852_1007	MIT	https://conda.anaconda.org/conda-forge/linux-64/xorg-xproto-7.0.31-h7f98852_1007.tar.bz2	f197bb742a17c78234c24605ad1fe2d88b1d25f332b75d73e5ba8cf8fbc2a10d	b4a4381d54784606820704f7b5f05a15
shapemapper_make	xz	5.2.6	h166bdaf_0	LGPL-2.1 and GPL-2.0	https://conda.anaconda.org/conda-forge/linux-64/xz-5.2.6-h166bdaf_0.tar.bz2	03a6d28ded42af8a347345f82f3eebdd6807a08526d47899a42d62d319609162	2161070d867d1b1204ea749c8eec4ef0
shapemapper_make	zlib	1.2.13	h166bdaf_4	Zlib	https://conda.anaconda.org/conda-forge/linux-64/zlib-1.2.13-h166bdaf_4.tar.bz2	282ce274ebe6da1fbd52efbb61bd5a93dec0365b14d64566e6819d1691b75300	4b11e365c0275b808be78b30f904e295
shapemapper_make	zstd	1.5.2	h3eb15da_6	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/zstd-1.5.2-h3eb15da_6.conda	fbe49a8c8df83c2eccb37c5863ad98baeb29796ec96f2c503783d7b89bf80c98	6b63daed8feeca47be78f323e793d555
